"iris_id","year","dist_to_bike","T2021"
"751082902",2014,100.986409091955,0
"751093403",2014,31.3018600668336,0
"751103710",2014,132.335659097852,0
"751124813",2014,181.793961244452,0
"751155818",2014,133.904978711789,0
"751186929",2014,88.0101293613362,0
"751207917",2014,129.554458196606,0
"751041699",2014,160.716911626632,0
"751072599",2014,37.8000555116854,0
"751104088",2014,30.2330273357755,0
"751124577",2014,10.254764541448,0
"751135099",2014,95.9224796611547,0
"751156099",2014,291.843683618435,0
"751197488",2014,19.8671398308566,0
"751020805",2014,17.4333989398001,0
"751030901",2014,50.3252502842411,0
"751031004",2014,20.1537735071792,0
"751062401",2014,1.22445558937487,0
"751072705",2014,394.539543236452,0
"751072801",2014,97.3882086083399,0
"751072804",2014,67.4895997417741,0
"751104004",2014,87.8837196704491,0
"751104008",2014,6.00597226307604,0
"751104010",2014,31.8180126072568,0
"751114109",2014,13.7621204525329,0
"751114207",2014,26.1873958246565,0
"751114209",2014,35.4054627711554,0
"751114210",2014,59.4563020146931,0
"751114213",2014,127.131941782318,0
"751114311",2014,43.029963006988,0
"751114317",2014,62.6559371096193,0
"751114319",2014,185.838689711398,0
"751124501",2014,119.568220016268,0
"751124620",2014,104.32593560561,0
"751124624",2014,61.3598118316967,0
"751124701",2014,60.6177958453987,0
"751134904",2014,60.062876234119,0
"751134905",2014,175.480730231915,0
"751135023",2014,83.981578363031,0
"751135106",2014,18.0020360645613,0
"751145509",2014,13.9364647219066,0
"751145511",2014,36.1895289625314,0
"751145607",2014,323.267752358067,0
"751155704",2014,209.944308629883,0
"751155717",2014,180.46026136965,0
"751155719",2014,14.9410063631019,0
"751155901",2014,72.2247194279553,0
"751155910",2014,23.9313058044429,0
"751156005",2014,63.4373419937208,0
"751156016",2014,169.198899003323,0
"751156017",2014,143.687705423475,0
"751156018",2014,125.35894374356,0
"751156020",2014,252.231712079528,0
"751166112",2014,361.702177064802,0
"751166120",2014,386.230177777043,0
"751166210",2014,131.121185436162,0
"751166216",2014,124.454149852254,0
"751166305",2014,172.206319026269,0
"751166404",2014,111.586196849423,0
"751166406",2014,136.247959904479,0
"751176511",2014,7.14029266733413,0
"751176610",2014,156.682570207137,0
"751176705",2014,44.5238488006289,0
"751176805",2014,25.885060681994,0
"751176813",2014,37.493754336219,0
"751176817",2014,220.086181292005,0
"751186917",2014,116.044936173024,0
"751186923",2014,90.8866433081117,0
"751186927",2014,74.6077649229678,0
"751187003",2014,77.9058284034087,0
"751187004",2014,8.62392378588503,0
"751187009",2014,20.3159811661403,0
"751187020",2014,36.0502204517446,0
"751187022",2014,23.7051139769037,0
"751187105",2014,0.0532451668846751,0
"751187109",2014,47.2126235447153,0
"751187206",2014,111.962512240611,0
"751197401",2014,21.8999724770368,0
"751197406",2014,111.545976806297,0
"751197408",2014,132.886154961707,0
"751197509",2014,91.764592743607,0
"751197515",2014,65.8200711600047,0
"751197516",2014,278.584769771126,0
"751197518",2014,104.752734451438,0
"751197519",2014,83.4983161343599,0
"751197520",2014,102.81417805965,0
"751207711",2014,66.7704646442157,0
"751207714",2014,158.743424020163,0
"751207803",2014,42.842404774332,0
"751207804",2014,37.7160690196518,0
"751207811",2014,85.0756242376883,0
"751207903",2014,172.137654829389,0
"751208004",2014,13.8777134576266,0
"751208012",2014,29.857137368902,0
"751010205",2014,77.145440847101,0
"751010302",2014,91.7609585623943,0
"751010303",2014,15.5965399155542,0
"751052005",2014,67.7268995485028,0
"751072508",2014,52.2826104467138,0
"751082904",2014,112.949145200038,0
"751083102",2014,160.038753044578,0
"751093408",2014,122.044922627751,0
"751145407",2014,267.563529717868,0
"751166131",2014,286.027918394902,0
"751166411",2014,93.9926355641182,0
"751197413",2014,144.2462816946,0
"751010105",2014,205.522163090981,0
"751072899",2014,40.3817048148761,0
"751082999",2014,68.6673429668582,0
"751103988",2014,37.3972256342453,0
"751010202",2014,20.2512165713896,0
"751010203",2014,26.5381060945988,0
"751031003",2014,9.34014952672911,0
"751031101",2014,173.097075665152,0
"751041404",2014,3.245697628041,0
"751041504",2014,106.722576738811,0
"751051702",2014,31.5731896443052,0
"751051705",2014,51.567886637012,0
"751051805",2014,111.100162782795,0
"751051807",2014,67.9727037615776,0
"751051907",2014,57.4421001005823,0
"751052002",2014,91.2129997621687,0
"751062309",2014,1.10449853021778,0
"751062310",2014,123.896997311576,0
"751072502",2014,118.248136838883,0
"751072503",2014,316.638591231503,0
"751072506",2014,4.86653387452552,0
"751072806",2014,14.7383372335552,0
"751072807",2014,10.5679658405914,0
"751083202",2014,198.410459796409,0
"751093309",2014,85.7729006765771,0
"751103703",2014,46.4259390182381,0
"751104003",2014,12.2449629330495,0
